Rating,Subject,Word,Naive,Language
4,DM,eagle,naive,English
5,DM,tortoise,naive,English
3,DM,hedgehog,naive,English
4,DM,goose,naive,English
2,DM,peanut,naive,English
6,DM,horse,naive,English
1,DM,paprika,naive,English
3,DM,lemon,naive,English
5,DM,goat,naive,English
2,DM,apricot,naive,English
5,DM,sheep,naive,English
3,DM,carrot,naive,English
4,DM,broccoli,naive,English
4,DM,swan,naive,English
3,DM,frog,naive,English
4,DM,owl,naive,English
4,DM,beaver,naive,English
3,DM,woodpecker,naive,English
2,DM,mouse,naive,English
5,DM,donkey,naive,English
3,DM,mole,naive,English
2,DM,wasp,naive,English
3,DM,orange,naive,English
3,DM,avocado,naive,English
5,DM,monkey,naive,English
3,DM,potato,naive,English
4,DM,gull,naive,English
5,DM,lion,naive,English
2,DM,almond,naive,English
2,DM,blueberry,naive,English
3,DM,gherkin,naive,English
2,DM,cherry,naive,English
2,DM,blackberry,naive,English
2,DM,butterfly,naive,English
1,DM,mustard,naive,English
1,DM,clove,naive,English
3,DM,cucumber,naive,English
4,DM,fox,naive,English
4,DM,bunny,naive,English
5,DM,pig,naive,English
4,DM,cat,naive,English
3,DM,leek,naive,English
7,DM,whale,naive,English
6,DM,camel,naive,English
3,DM,asparagus,naive,English
4,Rab,donkey,naive,English
1,Rab,wasp,naive,English
3,Rab,cat,naive,English
1,Rab,peanut,naive,English
3,Rab,bat,naive,English
4,Rab,swan,naive,English
3,Rab,pig,naive,English
1,Rab,blackberry,naive,English
6,Rab,lion,naive,English
1,Rab,tomato,naive,English
5,Rab,camel,naive,English
7,Rab,elephant,naive,English
2,Rab,carrot,naive,English
3,Rab,woodpecker,naive,English
1,Rab,blueberry,naive,English
1,Rab,radish,naive,English
1,Rab,potato,naive,English
1,Rab,bee,naive,English
3,Rab,crocodile,naive,English
1,Rab,broccoli,naive,English
1,Rab,cherry,naive,English
1,Rab,grape,naive,English
3,Rab,horse,naive,English
4,Rab,goose,naive,English
1,Rab,mole,naive,English
1,Rab,leek,naive,English
2,Rab,gull,naive,English
1,Rab,gherkin,naive,English
1,Rab,orange,naive,English
3,Rab,reindeer,naive,English
1,Rab,mouse,naive,English
1,Rab,butterfly,naive,English
4,Rab,monkey,naive,English
1,Rab,pineapple,naive,English
1,Rab,mustard,naive,English
1,Rab,snake,naive,English
3,Rab,stork,naive,English
1,Rab,beetroot,naive,English
3,Rab,shark,naive,English
1,Rab,magpie,naive,English
1,Rab,cucumber,naive,English
1,Rab,owl,naive,English
1,Rab,apricot,naive,English
3,Rab,beaver,naive,English
1,Rab,lemon,naive,English
1,Rab,walnut,naive,English
3,Rab,goat,naive,English
3,Rab,fox,naive,English
3,Rab,moose,naive,English
3,Rab,dolphin,naive,English
1,Rab,ant,naive,English
2,Rab,hedgehog,naive,English
4,Rab,eagle,naive,English
4,Rab,sheep,naive,English
1,Rab,frog,naive,English
7,Rab,whale,naive,English
4,Rab,vulture,naive,English
1,Rab,avocado,naive,English
1,Rab,olive,naive,English
3,Rab,squid,naive,English
3,Rab,chicken,naive,English
1,Rab,mushroom,naive,English
1,Rab,strawberry,naive,English
1,Rab,lettuce,naive,English
1,Rab,badger,naive,English
1,Rab,pear,naive,English
1,Rab,paprika,naive,English
1,Rab,clove,naive,English
1,Rab,eggplant,naive,English
1,Rab,apple,naive,English
2,Rab,squirrel,naive,English
1,Rab,spider,naive,English
4,Rab,dog,naive,English
1,Rab,melon,naive,English
1,Rab,almond,naive,English
1,Rab,asparagus,naive,English
1,Rab,kiwi,naive,English
1,Rab,banana,naive,English
1,Rab,bunny,naive,English
2,Rab,tortoise,naive,English
2,Rab,pigeon,naive,English
5,H,donkey,naive,English
2,H,wasp,naive,English
3,H,cat,naive,English
2,H,peanut,naive,English
3,H,bat,naive,English
5,H,swan,naive,English
7,H,pig,naive,English
1,H,blackberry,naive,English
7,H,lion,naive,English
3,H,tomato,naive,English
7,H,camel,naive,English
7,H,elephant,naive,English
4,H,carrot,naive,English
6,H,woodpecker,naive,English
2,H,blueberry,naive,English
4,H,radish,naive,English
3,H,potato,naive,English
2,H,bee,naive,English
7,H,crocodile,naive,English
4,H,broccoli,naive,English
2,H,cherry,naive,English
2,H,grape,naive,English
7,H,horse,naive,English
5,H,goose,naive,English
4,H,mole,naive,English
2,H,leek,naive,English
5,H,gull,naive,English
3,H,gherkin,naive,English
3,H,orange,naive,English
7,H,reindeer,naive,English
2,H,mouse,naive,English
1,H,butterfly,naive,English
7,H,monkey,naive,English
3,H,pineapple,naive,English
3,H,mustard,naive,English
6,H,snake,naive,English
6,H,stork,naive,English
3,H,beetroot,naive,English
7,H,shark,naive,English
5,H,magpie,naive,English
2,H,cucumber,naive,English
4,H,owl,naive,English
2,H,apricot,naive,English
5,H,beaver,naive,English
3,H,lemon,naive,English
1,H,walnut,naive,English
6,H,goat,naive,English
6,H,fox,naive,English
7,H,moose,naive,English
6,H,dolphin,naive,English
1,H,ant,naive,English
3,H,hedgehog,naive,English
6,H,eagle,naive,English
7,H,sheep,naive,English
2,H,frog,naive,English
7,H,whale,naive,English
6,H,vulture,naive,English
3,H,avocado,naive,English
1,H,olive,naive,English
6,H,squid,naive,English
4,H,chicken,naive,English
2,H,mushroom,naive,English
2,H,strawberry,naive,English
3,H,lettuce,naive,English
4,H,badger,naive,English
2,H,pear,naive,English
3,H,paprika,naive,English
1,H,clove,naive,English
3,H,eggplant,naive,English
2,H,apple,naive,English
4,H,squirrel,naive,English
1,H,spider,naive,English
6,H,dog,naive,English
4,H,melon,naive,English
1,H,almond,naive,English
3,H,asparagus,naive,English
2,H,kiwi,naive,English
3,H,banana,naive,English
4,H,bunny,naive,English
4,H,tortoise,naive,English
5,H,pigeon,naive,English
1,SYK,bee,naive,notEnglish
3,SYK,magpie,naive,notEnglish
1,SYK,radish,naive,notEnglish
6,SYK,crocodile,naive,notEnglish
2,SYK,potato,naive,notEnglish
4,SYK,wasp,naive,notEnglish
5,SYK,swan,naive,notEnglish
1,SYK,gherkin,naive,notEnglish
6,SYK,dolphin,naive,notEnglish
7,SYK,whale,naive,notEnglish
3,SYK,chicken,naive,notEnglish
2,SYK,cat,naive,notEnglish
4,SYK,mole,naive,notEnglish
5,SYK,dog,naive,notEnglish
2,SYK,mouse,naive,notEnglish
2,SYK,kiwi,naive,notEnglish
7,SYK,elephant,naive,notEnglish
5,SYK,badger,naive,notEnglish
2,SYK,woodpecker,naive,notEnglish
1,SYK,blueberry,naive,notEnglish
5,SYK,donkey,naive,notEnglish
5,SYK,reindeer,naive,notEnglish
2,SYK,pigeon,naive,notEnglish
1,SYK,squid,naive,notEnglish
7,SYK,lion,naive,notEnglish
7,SYK,shark,naive,notEnglish
7,SYK,camel,naive,notEnglish
1,SYK,asparagus,naive,notEnglish
1,SYK,banana,naive,notEnglish
1,SYK,lemon,naive,notEnglish
1,SYK,cucumber,naive,notEnglish
3,SYK,goose,naive,notEnglish
2,SYK,frog,naive,notEnglish
1,SYK,mushroom,naive,notEnglish
1,SYK,carrot,naive,notEnglish
2,SYK,lettuce,naive,notEnglish
1,SYK,butterfly,naive,notEnglish
1,SYK,grape,naive,notEnglish
1,SYK,eggplant,naive,notEnglish
1,SYK,beetroot,naive,notEnglish
4,SYK,gull,naive,notEnglish
1,SYK,apricot,naive,notEnglish
2,SYK,broccoli,naive,notEnglish
1,SYK,strawberry,naive,notEnglish
3,SYK,squirrel,naive,notEnglish
5,SYK,fox,naive,notEnglish
2,SYK,owl,naive,notEnglish
2,SYK,moose,naive,notEnglish
1,SYK,walnut,naive,notEnglish
1,SYK,beaver,naive,notEnglish
1,SYK,almond,naive,notEnglish
1,SYK,ant,naive,notEnglish
2,SYK,snake,naive,notEnglish
1,SYK,paprika,naive,notEnglish
3,SYK,goat,naive,notEnglish
5,SYK,hedgehog,naive,notEnglish
1,SYK,tortoise,naive,notEnglish
2,SYK,monkey,naive,notEnglish
1,SYK,peanut,naive,notEnglish
1,SYK,blackberry,naive,notEnglish
2,SYK,melon,naive,notEnglish
3,SYK,stork,naive,notEnglish
6,SYK,eagle,naive,notEnglish
5,SYK,vulture,naive,notEnglish
2,SYK,orange,naive,notEnglish
5,SYK,sheep,naive,notEnglish
1,SYK,clove,naive,notEnglish
1,SYK,cherry,naive,notEnglish
6,SYK,horse,naive,notEnglish
1,SYK,apple,naive,notEnglish
1,SYK,mustard,naive,notEnglish
3,SYK,bat,naive,notEnglish
1,SYK,olive,naive,notEnglish
5,SYK,bunny,naive,notEnglish
1,SYK,leek,naive,notEnglish
1,SYK,pear,naive,notEnglish
5,SYK,pig,naive,notEnglish
2,SYK,avocado,naive,notEnglish
1,SYK,spider,naive,notEnglish
2,SYK,pineapple,naive,notEnglish
2,SYK,tomato,naive,notEnglish
5,MR,horse,naive,English
2,MR,gherkin,naive,English
3,MR,hedgehog,naive,English
2,MR,bee,naive,English
2,MR,peanut,naive,English
3,MR,pear,naive,English
3,MR,pineapple,naive,English
2,MR,frog,naive,English
2,MR,blackberry,naive,English
2,MR,pigeon,naive,English
2,MR,tortoise,naive,English
2,MR,tomato,naive,English
3,MR,pig,naive,English
5,MR,donkey,naive,English
2,MR,magpie,naive,English
2,MR,melon,naive,English
2,MR,paprika,naive,English
2,MR,squirrel,naive,English
2,MR,beetroot,naive,English
3,MR,snake,naive,English
3,MR,goat,naive,English
2,MR,cucumber,naive,English
2,MR,strawberry,naive,English
3,MR,fox,naive,English
2,MR,walnut,naive,English
2,MR,broccoli,naive,English
2,MR,bat,naive,English
3,MR,dog,naive,English
2,MR,butterfly,naive,English
1,MR,spider,naive,English
2,MR,apricot,naive,English
2,MR,owl,naive,English
2,MR,mushroom,naive,English
2,MR,gull,naive,English
4,MR,dolphin,naive,English
1,MR,clove,naive,English
5,MR,reindeer,naive,English
4,MR,shark,naive,English
2,MR,olive,naive,English
2,MR,almond,naive,English
6,MR,whale,naive,English
5,MR,moose,naive,English
5,MR,camel,naive,English
2,MR,wasp,naive,English
2,MR,lettuce,naive,English
2,MR,potato,naive,English
3,MR,sheep,naive,English
3,MR,cat,naive,English
2,MR,cherry,naive,English
2,MR,eggplant,naive,English
2,MR,asparagus,naive,English
3,MR,vulture,naive,English
2,MR,bunny,naive,English
2,MR,mouse,naive,English
3,MR,leek,naive,English
3,MR,badger,naive,English
1,MR,ant,naive,English
2,MR,grape,naive,English
3,MR,eagle,naive,English
5,MR,lion,naive,English
2,MR,mustard,naive,English
2,MR,woodpecker,naive,English
2,MR,kiwi,naive,English
2,MR,carrot,naive,English
2,MR,radish,naive,English
3,MR,beaver,naive,English
2,MR,lemon,naive,English
2,MR,squid,naive,English
2,MR,mole,naive,English
2,MR,blueberry,naive,English
2,MR,chicken,naive,English
6,MR,elephant,naive,English
2,MR,banana,naive,English
4,MR,stork,naive,English
2,MR,orange,naive,English
5,MR,crocodile,naive,English
4,MR,swan,naive,English
3,MR,monkey,naive,English
2,MR,avocado,naive,English
3,MR,goose,naive,English
2,MR,apple,naive,English
2,An1,strawberry,naive,English
3,An1,lettuce,naive,English
2,An1,olive,naive,English
3,An1,pigeon,naive,English
4,An1,dog,naive,English
3,An1,squirrel,naive,English
2,An1,ant,naive,English
3,An1,pear,naive,English
2,An1,spider,naive,English
5,An1,moose,naive,English
3,An1,melon,naive,English
3,An1,magpie,naive,English
5,An1,reindeer,naive,English
4,An1,kiwi,naive,English
2,An1,grape,naive,English
6,An1,elephant,naive,English
5,An1,dolphin,naive,English
5,An1,crocodile,naive,English
5,An1,shark,naive,English
3,An1,bat,naive,English
4,An1,chicken,naive,English
4,An1,vulture,naive,English
3,An1,snake,naive,English
2,An1,bee,naive,English
4,An1,stork,naive,English
3,An1,beetroot,naive,English
3,An1,eggplant,naive,English
2,An1,walnut,naive,English
3,An1,mushroom,naive,English
2,An1,radish,naive,English
3,An1,pineapple,naive,English
2,An1,tomato,naive,English
3,An1,apple,naive,English
3,An1,banana,naive,English
5,An1,squid,naive,English
5,An1,badger,naive,English
4,An1,eagle,naive,English
4,An1,tortoise,naive,English
3,An1,hedgehog,naive,English
4,An1,goose,naive,English
2,An1,peanut,naive,English
5,An1,horse,naive,English
1,An1,paprika,naive,English
2,An1,lemon,naive,English
4,An1,goat,naive,English
2,An1,apricot,naive,English
4,An1,sheep,naive,English
3,An1,carrot,naive,English
3,An1,broccoli,naive,English
4,An1,swan,naive,English
3,An1,frog,naive,English
3,An1,owl,naive,English
4,An1,beaver,naive,English
3,An1,woodpecker,naive,English
2,An1,mouse,naive,English
4,An1,donkey,naive,English
3,An1,mole,naive,English
2,An1,wasp,naive,English
3,An1,orange,naive,English
3,An1,avocado,naive,English
3,An1,monkey,naive,English
3,An1,potato,naive,English
3,An1,gull,naive,English
4,An1,lion,naive,English
2,An1,almond,naive,English
2,An1,blueberry,naive,English
2,An1,gherkin,naive,English
2,An1,cherry,naive,English
2,An1,blackberry,naive,English
2,An1,butterfly,naive,English
1,An1,mustard,naive,English
2,An1,clove,naive,English
3,An1,cucumber,naive,English
3,An1,fox,naive,English
3,An1,bunny,naive,English
4,An1,pig,naive,English
3,An1,cat,naive,English
3,An1,leek,naive,English
6,An1,whale,naive,English
5,An1,camel,naive,English
3,An1,asparagus,naive,English
2,Da,strawberry,naive,notEnglish
3,Da,lettuce,naive,notEnglish
1,Da,olive,naive,notEnglish
3,Da,pigeon,naive,notEnglish
4,Da,dog,naive,notEnglish
3,Da,squirrel,naive,notEnglish
1,Da,ant,naive,notEnglish
3,Da,pear,naive,notEnglish
1,Da,spider,naive,notEnglish
5,Da,moose,naive,notEnglish
3,Da,melon,naive,notEnglish
3,Da,magpie,naive,notEnglish
5,Da,reindeer,naive,notEnglish
3,Da,kiwi,naive,notEnglish
2,Da,grape,naive,notEnglish
6,Da,elephant,naive,notEnglish
4,Da,dolphin,naive,notEnglish
5,Da,crocodile,naive,notEnglish
5,Da,shark,naive,notEnglish
3,Da,bat,naive,notEnglish
3,Da,chicken,naive,notEnglish
3,Da,vulture,naive,notEnglish
3,Da,snake,naive,notEnglish
2,Da,bee,naive,notEnglish
3,Da,stork,naive,notEnglish
3,Da,beetroot,naive,notEnglish
3,Da,eggplant,naive,notEnglish
2,Da,walnut,naive,notEnglish
2,Da,mushroom,naive,notEnglish
2,Da,radish,naive,notEnglish
3,Da,pineapple,naive,notEnglish
2,Da,tomato,naive,notEnglish
2,Da,apple,naive,notEnglish
2,Da,banana,naive,notEnglish
2,Da,squid,naive,notEnglish
3,Da,badger,naive,notEnglish
4,Da,eagle,naive,notEnglish
4,Da,tortoise,naive,notEnglish
3,Da,hedgehog,naive,notEnglish
4,Da,goose,naive,notEnglish
2,Da,peanut,naive,notEnglish
5,Da,horse,naive,notEnglish
1,Da,paprika,naive,notEnglish
2,Da,lemon,naive,notEnglish
4,Da,goat,naive,notEnglish
2,Da,apricot,naive,notEnglish
4,Da,sheep,naive,notEnglish
3,Da,carrot,naive,notEnglish
3,Da,broccoli,naive,notEnglish
4,Da,swan,naive,notEnglish
2,Da,frog,naive,notEnglish
4,Da,owl,naive,notEnglish
4,Da,beaver,naive,notEnglish
3,Da,woodpecker,naive,notEnglish
2,Da,mouse,naive,notEnglish
5,Da,donkey,naive,notEnglish
4,Da,mole,naive,notEnglish
2,Da,wasp,naive,notEnglish
3,Da,orange,naive,notEnglish
3,Da,avocado,naive,notEnglish
4,Da,monkey,naive,notEnglish
3,Da,potato,naive,notEnglish
3,Da,gull,naive,notEnglish
5,Da,lion,naive,notEnglish
2,Da,almond,naive,notEnglish
2,Da,blueberry,naive,notEnglish
2,Da,gherkin,naive,notEnglish
2,Da,cherry,naive,notEnglish
2,Da,blackberry,naive,notEnglish
3,Da,butterfly,naive,notEnglish
1,Da,mustard,naive,notEnglish
2,Da,clove,naive,notEnglish
3,Da,cucumber,naive,notEnglish
4,Da,fox,naive,notEnglish
3,Da,bunny,naive,notEnglish
4,Da,pig,naive,notEnglish
3,Da,cat,naive,notEnglish
2,Da,leek,naive,notEnglish
7,Da,whale,naive,notEnglish
6,Da,camel,naive,notEnglish
2,Da,asparagus,naive,notEnglish
2,An2,frog,naive,notEnglish
1,An2,beetroot,naive,notEnglish
2,An2,leek,naive,notEnglish
4,An2,owl,naive,notEnglish
1,An2,peanut,naive,notEnglish
2,An2,walnut,naive,notEnglish
3,An2,apple,naive,notEnglish
1,An2,spider,naive,notEnglish
4,An2,swan,naive,notEnglish
2,An2,butterfly,naive,notEnglish
5,An2,goat,naive,notEnglish
4,An2,fox,naive,notEnglish
2,An2,melon,naive,notEnglish
5,An2,donkey,naive,notEnglish
2,An2,asparagus,naive,notEnglish
2,An2,pigeon,naive,notEnglish
3,An2,bunny,naive,notEnglish
1,An2,clove,naive,notEnglish
1,An2,paprika,naive,notEnglish
1,An2,olive,naive,notEnglish
7,An2,horse,naive,notEnglish
3,An2,pineapple,naive,notEnglish
7,An2,moose,naive,notEnglish
2,An2,banana,naive,notEnglish
2,An2,lemon,naive,notEnglish
7,An2,lion,naive,notEnglish
6,An2,pig,naive,notEnglish
1,An2,grape,naive,notEnglish
2,An2,pear,naive,notEnglish
1,An2,mustard,naive,notEnglish
1,An2,ant,naive,notEnglish
1,An2,wasp,naive,notEnglish
5,An2,sheep,naive,notEnglish
3,An2,woodpecker,naive,notEnglish
1,An2,orange,naive,notEnglish
7,An2,vulture,naive,notEnglish
1,An2,strawberry,naive,notEnglish
3,An2,dog,naive,notEnglish
3,An2,chicken,naive,notEnglish
1,An2,mushroom,naive,notEnglish
4,An2,monkey,naive,notEnglish
2,An2,tomato,naive,notEnglish
1,An2,mole,naive,notEnglish
4,An2,badger,naive,notEnglish
2,An2,potato,naive,notEnglish
5,An2,snake,naive,notEnglish
7,An2,camel,naive,notEnglish
1,An2,radish,naive,notEnglish
3,An2,magpie,naive,notEnglish
2,An2,mouse,naive,notEnglish
3,An2,gull,naive,notEnglish
7,An2,crocodile,naive,notEnglish
1,An2,bee,naive,notEnglish
1,An2,almond,naive,notEnglish
2,An2,broccoli,naive,notEnglish
3,An2,carrot,naive,notEnglish
2,An2,gherkin,naive,notEnglish
7,An2,shark,naive,notEnglish
2,An2,avocado,naive,notEnglish
1,An2,blueberry,naive,notEnglish
6,An2,dolphin,naive,notEnglish
4,An2,cat,naive,notEnglish
4,An2,beaver,naive,notEnglish
7,An2,elephant,naive,notEnglish
1,An2,apricot,naive,notEnglish
1,An2,tortoise,naive,notEnglish
3,An2,goose,naive,notEnglish
1,An2,squid,naive,notEnglish
3,An2,lettuce,naive,notEnglish
2,An2,squirrel,naive,notEnglish
1,An2,cherry,naive,notEnglish
7,An2,whale,naive,notEnglish
5,An2,eagle,naive,notEnglish
2,An2,eggplant,naive,notEnglish
1,An2,hedgehog,naive,notEnglish
2,An2,kiwi,naive,notEnglish
3,An2,bat,naive,notEnglish
1,An2,blackberry,naive,notEnglish
3,An2,stork,naive,notEnglish
7,An2,reindeer,naive,notEnglish
4,An2,cucumber,naive,notEnglish
2,Mn,bat,notNaive,English
2,Mn,mouse,notNaive,English
4,Mn,goat,notNaive,English
4,Mn,pig,notNaive,English
3,Mn,bunny,notNaive,English
1,Mn,cherry,notNaive,English
5,Mn,lion,notNaive,English
4,Mn,reindeer,notNaive,English
3,Mn,swan,notNaive,English
3,Mn,leek,notNaive,English
4,Mn,donkey,notNaive,English
1,Mn,blueberry,notNaive,English
2,Mn,cucumber,notNaive,English
5,Mn,horse,notNaive,English
4,Mn,sheep,notNaive,English
6,Mn,elephant,notNaive,English
3,Mn,beaver,notNaive,English
1,Mn,apricot,notNaive,English
2,Mn,squirrel,notNaive,English
1,Mn,potato,notNaive,English
1,Mn,butterfly,notNaive,English
2,Mn,beetroot,notNaive,English
2,Mn,carrot,notNaive,English
2,Mn,pigeon,notNaive,English
1,Mn,paprika,notNaive,English
3,Mn,pineapple,notNaive,English
1,Mn,wasp,notNaive,English
2,Mn,orange,notNaive,English
4,Mn,melon,notNaive,English
2,Mn,pear,notNaive,English
1,Mn,strawberry,notNaive,English
1,Mn,spider,notNaive,English
3,Mn,monkey,notNaive,English
4,Mn,fox,notNaive,English
1,Mn,clove,notNaive,English
1,Mn,blackberry,notNaive,English
5,Mn,crocodile,notNaive,English
1,Mn,grape,notNaive,English
3,Mn,snake,notNaive,English
3,Mn,vulture,notNaive,English
1,Mn,mustard,notNaive,English
1,Mn,olive,notNaive,English
1,Mn,bee,notNaive,English
1,Mn,walnut,notNaive,English
2,Mn,mole,notNaive,English
3,Mn,stork,notNaive,English
1,Mn,gherkin,notNaive,English
3,Mn,gull,notNaive,English
2,Mn,cat,notNaive,English
1,Mn,tomato,notNaive,English
2,Mn,woodpecker,notNaive,English
2,Mn,asparagus,notNaive,English
2,Mn,radish,notNaive,English
1,Mn,frog,notNaive,English
1,Mn,lemon,notNaive,English
1,Mn,broccoli,notNaive,English
2,Mn,apple,notNaive,English
1,Mn,mushroom,notNaive,English
1,Mn,peanut,notNaive,English
3,Mn,badger,notNaive,English
1,Mn,almond,notNaive,English
5,Mn,camel,notNaive,English
2,Mn,chicken,notNaive,English
3,Mn,magpie,notNaive,English
3,Mn,owl,notNaive,English
1,Mn,ant,notNaive,English
2,Mn,eggplant,notNaive,English
5,Mn,dolphin,notNaive,English
6,Mn,shark,notNaive,English
2,Mn,lettuce,notNaive,English
4,Mn,eagle,notNaive,English
3,Mn,goose,notNaive,English
2,Mn,banana,notNaive,English
2,Mn,kiwi,notNaive,English
2,Mn,avocado,notNaive,English
3,Mn,tortoise,notNaive,English
4,Mn,dog,notNaive,English
3,Mn,hedgehog,notNaive,English
7,Mn,whale,notNaive,English
5,Mn,moose,notNaive,English
3,Mn,squid,notNaive,English
2,Toi,spider,notNaive,notEnglish
5,Toi,melon,notNaive,notEnglish
4,Toi,banana,notNaive,notEnglish
4,Toi,badger,notNaive,notEnglish
4,Toi,butterfly,notNaive,notEnglish
3,Toi,pigeon,notNaive,notEnglish
4,Toi,grape,notNaive,notEnglish
4,Toi,broccoli,notNaive,notEnglish
3,Toi,woodpecker,notNaive,notEnglish
3,Toi,squid,notNaive,notEnglish
5,Toi,swan,notNaive,notEnglish
2,Toi,mushroom,notNaive,notEnglish
2,Toi,asparagus,notNaive,notEnglish
4,Toi,goose,notNaive,notEnglish
3,Toi,vulture,notNaive,notEnglish
3,Toi,bunny,notNaive,notEnglish
6,Toi,lion,notNaive,notEnglish
4,Toi,leek,notNaive,notEnglish
3,Toi,mole,notNaive,notEnglish
3,Toi,beetroot,notNaive,notEnglish
3,Toi,frog,notNaive,notEnglish
6,Toi,moose,notNaive,notEnglish
5,Toi,stork,notNaive,notEnglish
3,Toi,hedgehog,notNaive,notEnglish
6,Toi,shark,notNaive,notEnglish
3,Toi,pear,notNaive,notEnglish
3,Toi,radish,notNaive,notEnglish
6,Toi,horse,notNaive,notEnglish
3,Toi,owl,notNaive,notEnglish
2,Toi,apricot,notNaive,notEnglish
3,Toi,snake,notNaive,notEnglish
2,Toi,bee,notNaive,notEnglish
1,Toi,blueberry,notNaive,notEnglish
6,Toi,camel,notNaive,notEnglish
3,Toi,cucumber,notNaive,notEnglish
4,Toi,chicken,notNaive,notEnglish
5,Toi,crocodile,notNaive,notEnglish
3,Toi,potato,notNaive,notEnglish
2,Toi,peanut,notNaive,notEnglish
7,Toi,whale,notNaive,notEnglish
4,Toi,monkey,notNaive,notEnglish
3,Toi,beaver,notNaive,notEnglish
3,Toi,orange,notNaive,notEnglish
3,Toi,bat,notNaive,notEnglish
1,Toi,ant,notNaive,notEnglish
6,Toi,dolphin,notNaive,notEnglish
7,Toi,elephant,notNaive,notEnglish
5,Toi,pig,notNaive,notEnglish
3,Toi,magpie,notNaive,notEnglish
1,Toi,mustard,notNaive,notEnglish
6,Toi,reindeer,notNaive,notEnglish
2,Toi,wasp,notNaive,notEnglish
2,Toi,mouse,notNaive,notEnglish
2,Toi,olive,notNaive,notEnglish
5,Toi,sheep,notNaive,notEnglish
3,Toi,paprika,notNaive,notEnglish
3,Toi,avocado,notNaive,notEnglish
6,Toi,donkey,notNaive,notEnglish
3,Toi,eggplant,notNaive,notEnglish
3,Toi,carrot,notNaive,notEnglish
4,Toi,cat,notNaive,notEnglish
4,Toi,dog,notNaive,notEnglish
2,Toi,almond,notNaive,notEnglish
3,Toi,apple,notNaive,notEnglish
4,Toi,lettuce,notNaive,notEnglish
2,Toi,strawberry,notNaive,notEnglish
3,Toi,lemon,notNaive,notEnglish
2,Toi,walnut,notNaive,notEnglish
1,Toi,blackberry,notNaive,notEnglish
3,Toi,gull,notNaive,notEnglish
2,Toi,clove,notNaive,notEnglish
2,Toi,gherkin,notNaive,notEnglish
4,Toi,fox,notNaive,notEnglish
5,Toi,pineapple,notNaive,notEnglish
2,Toi,cherry,notNaive,notEnglish
3,Toi,tomato,notNaive,notEnglish
5,Toi,goat,notNaive,notEnglish
4,Toi,eagle,notNaive,notEnglish
3,Toi,tortoise,notNaive,notEnglish
3,Toi,kiwi,notNaive,notEnglish
2,Toi,squirrel,notNaive,notEnglish
5,Te,squid,notNaive,English
2,Te,pear,notNaive,English
2,Te,asparagus,notNaive,English
3,Te,leek,notNaive,English
5,Te,donkey,notNaive,English
2,Te,pigeon,notNaive,English
5,Te,eagle,notNaive,English
2,Te,squirrel,notNaive,English
1,Te,woodpecker,notNaive,English
2,Te,bunny,notNaive,English
3,Te,fox,notNaive,English
3,Te,sheep,notNaive,English
5,Te,shark,notNaive,English
2,Te,badger,notNaive,English
4,Te,moose,notNaive,English
1,Te,radish,notNaive,English
1,Te,cherry,notNaive,English
2,Te,tortoise,notNaive,English
1,Te,mouse,notNaive,English
2,Te,pineapple,notNaive,English
7,Te,whale,notNaive,English
1,Te,ant,notNaive,English
1,Te,wasp,notNaive,English
5,Te,goose,notNaive,English
2,Te,orange,notNaive,English
1,Te,paprika,notNaive,English
1,Te,blueberry,notNaive,English
2,Te,eggplant,notNaive,English
3,Te,chicken,notNaive,English
4,Te,gull,notNaive,English
1,Te,butterfly,notNaive,English
4,Te,goat,notNaive,English
1,Te,lemon,notNaive,English
1,Te,walnut,notNaive,English
4,Te,snake,notNaive,English
3,Te,pig,notNaive,English
4,Te,crocodile,notNaive,English
2,Te,melon,notNaive,English
3,Te,owl,notNaive,English
3,Te,lettuce,notNaive,English
4,Te,horse,notNaive,English
2,Te,frog,notNaive,English
1,Te,carrot,notNaive,English
1,Te,hedgehog,notNaive,English
6,Te,camel,notNaive,English
1,Te,kiwi,notNaive,English
1,Te,gherkin,notNaive,English
1,Te,olive,notNaive,English
2,Te,beetroot,notNaive,English
1,Te,almond,notNaive,English
1,Te,grape,notNaive,English
1,Te,broccoli,notNaive,English
1,Te,peanut,notNaive,English
1,Te,bee,notNaive,English
4,Te,swan,notNaive,English
1,Te,strawberry,notNaive,English
2,Te,potato,notNaive,English
2,Te,cucumber,notNaive,English
6,Te,dolphin,notNaive,English
2,Te,cat,notNaive,English
1,Te,apricot,notNaive,English
1,Te,spider,notNaive,English
3,Te,dog,notNaive,English
1,Te,mustard,notNaive,English
2,Te,mole,notNaive,English
2,Te,apple,notNaive,English
1,Te,blackberry,notNaive,English
3,Te,beaver,notNaive,English
2,Te,tomato,notNaive,English
5,Te,vulture,notNaive,English
6,Te,reindeer,notNaive,English
1,Te,clove,notNaive,English
2,Te,banana,notNaive,English
2,Te,magpie,notNaive,English
2,Te,bat,notNaive,English
7,Te,elephant,notNaive,English
1,Te,avocado,notNaive,English
3,Te,monkey,notNaive,English
4,Te,lion,notNaive,English
4,Te,stork,notNaive,English
1,Te,mushroom,notNaive,English
3,JH,frog,notNaive,notEnglish
2,JH,beetroot,notNaive,notEnglish
5,JH,leek,notNaive,notEnglish
5,JH,owl,notNaive,notEnglish
1,JH,peanut,notNaive,notEnglish
1,JH,walnut,notNaive,notEnglish
