Rating,Subject,Word,Naive,Language,word_length,Class,MeanFamiliarity
2,To,squirrel,naive,English,long,animal,0
2,Mar,donkey,naive,English,long,animal,0
5,Mar,goose,naive,English,long,animal,1.7917595
1,Mar,owl,naive,English,short,animal,1.3862944
3,Mar,hedgehog,naive,English,long,animal,0
3,Mar,vulture,naive,English,long,animal,0
0,Mar,olive,naive,English,long,plant,1.0986123
3,Mar,carrot,naive,English,long,plant,0.6931472
5,Mar,kiwi,naive,English,short,plant,0
2,Mar,blackberry,naive,English,long,plant,0.6931472
2,Mar,blueberry,naive,English,long,plant,0
5,Mar,dolphin,naive,English,long,animal,0
1,Mar,melon,naive,English,long,plant,1.0986123
2,Mar,gull,naive,English,short,animal,1.6094379
4,Mar,squid,naive,English,long,animal,0
1,Mar,tomato,naive,English,long,plant,0
2,Mar,mushroom,naive,English,long,plant,0.6931472
4,Mar,dog,naive,English,short,animal,3.1354942
4,Mar,shark,naive,English,long,animal,0.6931472
8,Mar,elephant,naive,English,long,animal,0.6931472
3,Mar,orange,naive,English,long,plant,1.3862944
2,Mar,leek,naive,English,short,plant,0
7,Mar,lion,naive,English,short,animal,1.0986123
5,Mar,crocodile,naive,English,long,animal,0
3,Mar,pig,naive,English,short,animal,2.7725887
3,Mar,pineapple,naive,English,long,plant,0
4,Mar,swan,naive,English,short,animal,1.3862944
3,Mar,apricot,naive,English,long,plant,0
2,Mar,frog,naive,English,short,animal,2.0794415
4,Mar,lettuce,naive,English,long,plant,0
1,Mar,ant,naive,English,short,animal,1.3862944
1,Mar,cherry,naive,English,long,plant,0.6931472
2,Mar,clove,naive,English,long,plant,0
1,Mar,wasp,naive,English,short,animal,1.3862944
2,Mar,avocado,naive,English,long,plant,0
2,Mar,squirrel,naive,English,long,animal,0
1,Mar,bat,naive,English,short,animal,2.1972246
2,Mar,radish,naive,English,long,plant,0.6931472
0,Mar,butterfly,naive,English,long,animal,0
2,Mar,paprika,naive,English,long,plant,0
3,Mar,sheep,naive,English,long,animal,2.3025851
4,Mar,cat,naive,English,short,animal,2.7725887
5,Mar,reindeer,naive,English,long,animal,0
2,Mar,cucumber,naive,English,long,plant,0
2,Mar,bunny,naive,English,long,animal,0
3,Mar,snake,naive,English,long,animal,1.6094379
3,Mar,beetroot,naive,English,long,plant,0
6,Mar,moose,naive,English,long,animal,0
6,Mar,whale,naive,English,long,animal,1.0986123
3,Mar,pear,naive,English,short,plant,0
1,Mar,mole,naive,English,short,animal,1.0986123
2,Mar,monkey,naive,English,long,animal,0
3,Mar,gherkin,naive,English,long,plant,0
2,Mar,peanut,naive,English,long,plant,0.6931472
4,Mar,badger,naive,English,long,animal,0.6931472
2,Mar,potato,naive,English,long,plant,0
0,Mar,bee,naive,English,short,animal,1.7917595
6,Mar,camel,naive,English,long,animal,0.6931472
3,Mar,walnut,naive,English,long,plant,0
3,Mar,mouse,naive,English,long,animal,1.9459101
3,Mar,eggplant,naive,English,long,plant,0
5,Mar,tortoise,naive,English,long,animal,0
4,Mar,woodpecker,naive,English,long,animal,0
3,Mar,fox,naive,English,short,animal,1.7917595
2,Mar,magpie,naive,English,long,animal,0
3,Mar,banana,naive,English,long,plant,0
0,Mar,grape,naive,English,long,plant,1.0986123
0,Mar,almond,naive,English,long,plant,0
1,Mar,lemon,naive,English,long,plant,0.6931472
2,Mar,strawberry,naive,English,long,plant,0
3,Mar,goat,naive,English,short,animal,1.9459101
7,Mar,horse,naive,English,long,animal,3.3322045
3,Mar,broccoli,naive,English,long,plant,0
3,Mar,asparagus,naive,English,long,plant,0
2,Mar,apple,naive,English,long,plant,1.0986123
3,Mar,eagle,naive,English,long,animal,1.0986123
2,Mar,pigeon,naive,English,long,animal,1.0986123
4,Mar,chicken,naive,English,long,animal,1.0986123
1,Mar,spider,naive,English,long,animal,0.6931472
2,Mar,mustard,naive,English,long,plant,0
5,Mar,stork,naive,English,long,animal,0
3,Mar,beaver,naive,English,long,animal,0
4,ME,dog,naive,English,short,animal,3.1354942
0,ME,walnut,naive,English,long,plant,0
3,ME,goose,naive,English,long,animal,1.7917595
2,ME,pineapple,naive,English,long,plant,0
2,ME,kiwi,naive,English,short,plant,0
2,ME,strawberry,naive,English,long,plant,0
3,ME,woodpecker,naive,English,long,animal,0
2,ME,paprika,naive,English,long,plant,0
2,ME,peanut,naive,English,long,plant,0.6931472
2,ME,apricot,naive,English,long,plant,0
4,ME,broccoli,naive,English,long,plant,0
1,ME,gherkin,naive,English,long,plant,0
7,ME,lion,naive,English,short,animal,1.0986123
7,ME,reindeer,naive,English,long,animal,0
4,ME,eggplant,naive,English,long,plant,0
5,ME,swan,naive,English,short,animal,1.3862944
3,ME,radish,naive,English,long,plant,0.6931472
0,ME,frog,naive,English,short,animal,2.0794415
7,ME,shark,naive,English,long,animal,0.6931472
5,ME,badger,naive,English,long,animal,0.6931472
7,ME,moose,naive,English,long,animal,0
6,ME,elephant,naive,English,long,animal,0.6931472
6,ME,snake,naive,English,long,animal,1.6094379
0,ME,olive,naive,English,long,plant,1.0986123
2,ME,potato,naive,English,long,plant,0
3,ME,pear,naive,English,short,plant,0
3,ME,horse,naive,English,long,animal,3.3322045
3,ME,owl,naive,English,short,animal,1.3862944
2,ME,wasp,naive,English,short,animal,1.3862944
5,ME,donkey,naive,English,long,animal,0
2,ME,avocado,naive,English,long,plant,0
0,ME,almond,naive,English,long,plant,0
7,ME,whale,naive,English,long,animal,1.0986123
0,ME,blackberry,naive,English,long,plant,0.6931472
3,ME,banana,naive,English,long,plant,0
5,ME,eagle,naive,English,long,animal,1.0986123
0,ME,bat,naive,English,short,animal,2.1972246
1,ME,spider,naive,English,long,animal,0.6931472
2,ME,pigeon,naive,English,long,animal,1.0986123
3,ME,cucumber,naive,English,long,plant,0
2,ME,hedgehog,naive,English,long,animal,0
3,ME,leek,naive,English,short,plant,0
2,ME,mole,naive,English,short,animal,1.0986123
3,ME,beaver,naive,English,long,animal,0
0,ME,lemon,naive,English,long,plant,0.6931472
3,ME,bunny,naive,English,long,animal,0
3,ME,apple,naive,English,long,plant,1.0986123
2,ME,ant,naive,English,short,animal,1.3862944
0,ME,cherry,naive,English,long,plant,0.6931472
2,ME,chicken,naive,English,long,animal,1.0986123
2,ME,mouse,naive,English,long,animal,1.9459101
0,ME,bee,naive,English,short,animal,1.7917595
2,ME,carrot,naive,English,long,plant,0.6931472
5,ME,pig,naive,English,short,animal,2.7725887
4,ME,lettuce,naive,English,long,plant,0
6,ME,goat,naive,English,short,animal,1.9459101
3,ME,squirrel,naive,English,long,animal,0
0,ME,tomato,naive,English,long,plant,0
0,ME,grape,naive,English,long,plant,1.0986123
6,ME,dolphin,naive,English,long,animal,0
2,ME,mustard,naive,English,long,plant,0
4,ME,magpie,naive,English,long,animal,0
5,ME,sheep,naive,English,long,animal,2.3025851
4,ME,fox,naive,English,short,animal,1.7917595
2,ME,mushroom,naive,English,long,plant,0.6931472
5,ME,monkey,naive,English,long,animal,0
2,ME,orange,naive,English,long,plant,1.3862944
7,ME,squid,naive,English,long,animal,0
3,ME,gull,naive,English,short,animal,1.6094379
4,ME,vulture,naive,English,long,animal,0
3,ME,cat,naive,English,short,animal,2.7725887
0,ME,butterfly,naive,English,long,animal,0
3,ME,stork,naive,English,long,animal,0
1,ME,asparagus,naive,English,long,plant,0
1,ME,tortoise,naive,English,long,animal,0
3,ME,beetroot,naive,English,long,plant,0
6,ME,crocodile,naive,English,long,animal,0
2,ME,clove,naive,English,long,plant,0
3,ME,melon,naive,English,long,plant,1.0986123
6,ME,camel,naive,English,long,animal,0.6931472
0,ME,blueberry,naive,English,long,plant,0
1,Pt,bee,naive,English,short,animal,1.7917595
3,Pt,magpie,naive,English,long,animal,0
2,Pt,radish,naive,English,long,plant,0.6931472
8,Pt,crocodile,naive,English,long,animal,0
3,Pt,potato,naive,English,long,plant,0
0,Pt,wasp,naive,English,short,animal,1.3862944
4,Pt,swan,naive,English,short,animal,1.3862944
2,Pt,gherkin,naive,English,long,plant,0
3,Pt,dolphin,naive,English,long,animal,0
8,Pt,whale,naive,English,long,animal,1.0986123
3,Pt,chicken,naive,English,long,animal,1.0986123
3,Pt,cat,naive,English,short,animal,2.7725887
1,Pt,mole,naive,English,short,animal,1.0986123
5,Pt,dog,naive,English,short,animal,3.1354942
1,Pt,mouse,naive,English,long,animal,1.9459101
1,Pt,kiwi,naive,English,short,plant,0
6,Pt,elephant,naive,English,long,animal,0.6931472
3,Pt,badger,naive,English,long,animal,0.6931472
2,Pt,woodpecker,naive,English,long,animal,0
2,Pt,blueberry,naive,English,long,plant,0
4,Pt,donkey,naive,English,long,animal,0
5,Pt,reindeer,naive,English,long,animal,0
2,Pt,pigeon,naive,English,long,animal,1.0986123
7,Pt,squid,naive,English,long,animal,0
5,Pt,lion,naive,English,short,animal,1.0986123
5,Pt,shark,naive,English,long,animal,0.6931472
4,Pt,camel,naive,English,long,animal,0.6931472
1,Pt,asparagus,naive,English,long,plant,0
3,Pt,banana,naive,English,long,plant,0
3,Pt,lemon,naive,English,long,plant,0.6931472
4,Pt,cucumber,naive,English,long,plant,0
2,Pt,goose,naive,English,long,animal,1.7917595
1,Pt,frog,naive,English,short,animal,2.0794415
2,Pt,mushroom,naive,English,long,plant,0.6931472
2,Pt,carrot,naive,English,long,plant,0.6931472
2,Pt,lettuce,naive,English,long,plant,0
2,Pt,butterfly,naive,English,long,animal,0
3,Pt,grape,naive,English,long,plant,1.0986123
4,Pt,eggplant,naive,English,long,plant,0
4,Pt,beetroot,naive,English,long,plant,0
1,Pt,gull,naive,English,short,animal,1.6094379
3,Pt,apricot,naive,English,long,plant,0
4,Pt,broccoli,naive,English,long,plant,0
2,Pt,strawberry,naive,English,long,plant,0
4,Pt,squirrel,naive,English,long,animal,0
2,Pt,fox,naive,English,short,animal,1.7917595
1,Pt,owl,naive,English,short,animal,1.3862944
7,Pt,moose,naive,English,long,animal,0
2,Pt,walnut,naive,English,long,plant,0
2,Pt,beaver,naive,English,long,animal,0
1,Pt,almond,naive,English,long,plant,0
0,Pt,ant,naive,English,short,animal,1.3862944
3,Pt,snake,naive,English,long,animal,1.6094379
2,Pt,paprika,naive,English,long,plant,0
5,Pt,goat,naive,English,short,animal,1.9459101
3,Pt,hedgehog,naive,English,long,animal,0
6,Pt,tortoise,naive,English,long,animal,0
5,Pt,monkey,naive,English,long,animal,0
0,Pt,peanut,naive,English,long,plant,0.6931472
2,Pt,blackberry,naive,English,long,plant,0.6931472
4,Pt,melon,naive,English,long,plant,1.0986123
4,Pt,stork,naive,English,long,animal,0
5,Pt,eagle,naive,English,long,animal,1.0986123
5,Pt,vulture,naive,English,long,animal,0
3,Pt,orange,naive,English,long,plant,1.3862944
5,Pt,sheep,naive,English,long,animal,2.3025851
2,Pt,clove,naive,English,long,plant,0
3,Pt,cherry,naive,English,long,plant,0.6931472
6,Pt,horse,naive,English,long,animal,3.3322045
3,Pt,apple,naive,English,long,plant,1.0986123
2,Pt,mustard,naive,English,long,plant,0
3,Pt,bat,naive,English,short,animal,2.1972246
1,Pt,olive,naive,English,long,plant,1.0986123
4,Pt,bunny,naive,English,long,animal,0
4,Pt,leek,naive,English,short,plant,0
3,Pt,pear,naive,English,short,plant,0
5,Pt,pig,naive,English,short,animal,2.7725887
4,Pt,avocado,naive,English,long,plant,0
3,Pt,spider,naive,English,long,animal,0.6931472
2,Pt,pineapple,naive,English,long,plant,0
1,Pt,tomato,naive,English,long,plant,0
3,AL,goose,naive,English,long,animal,1.7917595
3,AL,magpie,naive,English,long,animal,0
2,AL,lemon,naive,English,long,plant,0.6931472
5,AL,snake,naive,English,long,animal,1.6094379
0,AL,olive,naive,English,long,plant,1.0986123
5,AL,tortoise,naive,English,long,animal,0
2,AL,gherkin,naive,English,long,plant,0
7,AL,dolphin,naive,English,long,animal,0
3,AL,chicken,naive,English,long,animal,1.0986123
4,AL,sheep,naive,English,long,animal,2.3025851
3,AL,eggplant,naive,English,long,plant,0
0,AL,ant,naive,English,short,animal,1.3862944
2,AL,carrot,naive,English,long,plant,0.6931472
4,AL,pigeon,naive,English,long,animal,1.0986123
3,AL,paprika,naive,English,long,plant,0
2,AL,spider,naive,English,long,animal,0.6931472
5,AL,owl,naive,English,short,animal,1.3862944
7,AL,shark,naive,English,long,animal,0.6931472
2,AL,blackberry,naive,English,long,plant,0.6931472
6,AL,reindeer,naive,English,long,animal,0
3,AL,bat,naive,English,short,animal,2.1972246
5,AL,fox,naive,English,short,animal,1.7917595
1,AL,tomato,naive,English,long,plant,0
2,AL,walnut,naive,English,long,plant,0
1,AL,mouse,naive,English,long,animal,1.9459101
3,AL,asparagus,naive,English,long,plant,0
3,AL,kiwi,naive,English,short,plant,0
0,AL,mushroom,naive,English,long,plant,0.6931472
0,AL,peanut,naive,English,long,plant,0.6931472
2,AL,bunny,naive,English,long,animal,0
5,AL,mole,naive,English,short,animal,1.0986123
2,AL,pineapple,naive,English,long,plant,0
0,AL,bee,naive,English,short,animal,1.7917595
3,AL,gull,naive,English,short,animal,1.6094379
3,AL,cucumber,naive,English,long,plant,0
1,AL,clove,naive,English,long,plant,0
2,AL,butterfly,naive,English,long,animal,0
4,AL,squirrel,naive,English,long,animal,0
6,AL,goat,naive,English,short,animal,1.9459101
4,AL,eagle,naive,English,long,animal,1.0986123
6,AL,horse,naive,English,long,animal,3.3322045
1,AL,radish,naive,English,long,plant,0.6931472
3,AL,frog,naive,English,short,animal,2.0794415
6,AL,camel,naive,English,long,animal,0.6931472
1,AL,pear,naive,English,short,plant,0
5,AL,badger,naive,English,long,animal,0.6931472
5,AL,monkey,naive,English,long,animal,0
2,AL,orange,naive,English,long,plant,1.3862944
0,AL,mustard,naive,English,long,plant,0
1,AL,cherry,naive,English,long,plant,0.6931472
6,AL,whale,naive,English,long,animal,1.0986123
4,AL,leek,naive,English,short,plant,0
0,AL,wasp,naive,English,short,animal,1.3862944
3,AL,cat,naive,English,short,animal,2.7725887
5,AL,vulture,naive,English,long,animal,0
3,AL,apple,naive,English,long,plant,1.0986123
2,AL,banana,naive,English,long,plant,0
2,AL,avocado,naive,English,long,plant,0
5,AL,dog,naive,English,short,animal,3.1354942
2,AL,beetroot,naive,English,long,plant,0
2,AL,almond,naive,English,long,plant,0
3,AL,hedgehog,naive,English,long,animal,0
4,AL,swan,naive,English,short,animal,1.3862944
1,AL,blueberry,naive,English,long,plant,0
7,AL,crocodile,naive,English,long,animal,0
6,AL,moose,naive,English,long,animal,0
3,AL,broccoli,naive,English,long,plant,0
6,AL,pig,naive,English,short,animal,2.7725887
5,AL,stork,naive,English,long,animal,0
1,AL,apricot,naive,English,long,plant,0
5,AL,donkey,naive,English,long,animal,0
2,AL,grape,naive,English,long,plant,1.0986123
3,AL,melon,naive,English,long,plant,1.0986123
5,AL,lion,naive,English,short,animal,1.0986123
6,AL,elephant,naive,English,long,animal,0.6931472
3,AL,beaver,naive,English,long,animal,0
4,AL,woodpecker,naive,English,long,animal,0
2,AL,potato,naive,English,long,plant,0
2,AL,lettuce,naive,English,long,plant,0
1,AL,strawberry,naive,English,long,plant,0
6,AL,squid,naive,English,long,animal,0
2,DM,strawberry,naive,English,long,plant,0
3,DM,lettuce,naive,English,long,plant,0
1,DM,olive,naive,English,long,plant,1.0986123
3,DM,pigeon,naive,English,long,animal,1.0986123
4,DM,dog,naive,English,short,animal,3.1354942
5,DM,squirrel,naive,English,long,animal,0
1,DM,ant,naive,English,short,animal,1.3862944
4,DM,pear,naive,English,short,plant,0
1,DM,spider,naive,English,long,animal,0.6931472
5,DM,moose,naive,English,long,animal,0
3,DM,melon,naive,English,long,plant,1.0986123
5,DM,magpie,naive,English,long,animal,0
5,DM,reindeer,naive,English,long,animal,0
5,DM,kiwi,naive,English,short,plant,0
3,DM,grape,naive,English,long,plant,1.0986123
7,DM,elephant,naive,English,long,animal,0.6931472
5,DM,dolphin,naive,English,long,animal,0
5,DM,crocodile,naive,English,long,animal,0
7,DM,shark,naive,English,long,animal,0.6931472
2,DM,bat,naive,English,short,animal,2.1972246
4,DM,chicken,naive,English,long,animal,1.0986123
5,DM,vulture,naive,English,long,animal,0
3,DM,snake,naive,English,long,animal,1.6094379
2,DM,bee,naive,English,short,animal,1.7917595
3,DM,stork,naive,English,long,animal,0
3,DM,beetroot,naive,English,long,plant,0
2,DM,eggplant,naive,English,long,plant,0
3,DM,walnut,naive,English,long,plant,0
1,DM,mushroom,naive,English,long,plant,0.6931472
1,DM,radish,naive,English,long,plant,0.6931472
3,DM,pineapple,naive,English,long,plant,0
3,DM,tomato,naive,English,long,plant,0
2,DM,apple,naive,English,long,plant,1.0986123
4,DM,banana,naive,English,long,plant,0
3,DM,squid,naive,English,long,animal,0
4,DM,badger,naive,English,long,animal,0.6931472
3,DM,eagle,naive,English,long,animal,1.0986123
6,DM,tortoise,naive,English,long,animal,0
4,DM,hedgehog,naive,English,long,animal,0
5,DM,goose,naive,English,long,animal,1.7917595
2,DM,peanut,naive,English,long,plant,0.6931472
6,DM,horse,naive,English,long,animal,3.3322045
1,DM,paprika,naive,English,long,plant,0
3,DM,lemon,naive,English,long,plant,0.6931472
4,DM,goat,naive,English,short,animal,1.9459101
1,DM,apricot,naive,English,long,plant,0
6,DM,sheep,naive,English,long,animal,2.3025851
2,DM,carrot,naive,English,long,plant,0.6931472
5,DM,broccoli,naive,English,long,plant,0
5,DM,swan,naive,English,short,animal,1.3862944
4,DM,frog,naive,English,short,animal,2.0794415
4,DM,owl,naive,English,short,animal,1.3862944
4,DM,beaver,naive,English,long,animal,0
4,DM,woodpecker,naive,English,long,animal,0
3,DM,mouse,naive,English,long,animal,1.9459101
4,DM,donkey,naive,English,long,animal,0
2,DM,mole,naive,English,short,animal,1.0986123
2,DM,wasp,naive,English,short,animal,1.3862944
2,DM,orange,naive,English,long,plant,1.3862944
4,DM,avocado,naive,English,long,plant,0
5,DM,monkey,naive,English,long,animal,0
4,DM,potato,naive,English,long,plant,0
3,DM,gull,naive,English,short,animal,1.6094379
6,DM,lion,naive,English,short,animal,1.0986123
1,DM,almond,naive,English,long,plant,0
1,DM,blueberry,naive,English,long,plant,0
3,DM,gherkin,naive,English,long,plant,0
1,DM,cherry,naive,English,long,plant,0.6931472
3,DM,blackberry,naive,English,long,plant,0.6931472
2,DM,butterfly,naive,English,long,animal,0
1,DM,mustard,naive,English,long,plant,0
1,DM,clove,naive,English,long,plant,0
3,DM,cucumber,naive,English,long,plant,0
4,DM,fox,naive,English,short,animal,1.7917595
5,DM,bunny,naive,English,long,animal,0
5,DM,pig,naive,English,short,animal,2.7725887
3,DM,cat,naive,English,short,animal,2.7725887
4,DM,leek,naive,English,short,plant,0
7,DM,whale,naive,English,long,animal,1.0986123
5,DM,camel,naive,English,long,animal,0.6931472
4,DM,asparagus,naive,English,long,plant,0
3,Rab,donkey,naive,English,long,animal,0
2,Rab,wasp,naive,English,short,animal,1.3862944
4,Rab,cat,naive,English,short,animal,2.7725887
1,Rab,peanut,naive,English,long,plant,0.6931472
3,Rab,bat,naive,English,short,animal,2.1972246
5,Rab,swan,naive,English,short,animal,1.3862944
2,Rab,pig,naive,English,short,animal,2.7725887
1,Rab,blackberry,naive,English,long,plant,0.6931472
6,Rab,lion,naive,English,short,animal,1.0986123
1,Rab,tomato,naive,English,long,plant,0
4,Rab,camel,naive,English,long,animal,0.6931472
6,Rab,elephant,naive,English,long,animal,0.6931472
2,Rab,carrot,naive,English,long,plant,0.6931472
3,Rab,woodpecker,naive,English,long,animal,0
0,Rab,blueberry,naive,English,long,plant,0
0,Rab,radish,naive,English,long,plant,0.6931472
2,Rab,potato,naive,English,long,plant,0
2,Rab,bee,naive,English,short,animal,1.7917595
4,Rab,crocodile,naive,English,long,animal,0
1,Rab,broccoli,naive,English,long,plant,0
1,Rab,cherry,naive,English,long,plant,0.6931472
0,Rab,grape,naive,English,long,plant,1.0986123
3,Rab,horse,naive,English,long,animal,3.3322045
5,Rab,goose,naive,English,long,animal,1.7917595
2,Rab,mole,naive,English,short,animal,1.0986123
0,Rab,leek,naive,English,short,plant,0
2,Rab,gull,naive,English,short,animal,1.6094379
1,Rab,gherkin,naive,English,long,plant,0
2,Rab,orange,naive,English,long,plant,1.3862944
2,Rab,reindeer,naive,English,long,animal,0
1,Rab,mouse,naive,English,long,animal,1.9459101
1,Rab,butterfly,naive,English,long,animal,0
5,Rab,monkey,naive,English,long,animal,0
2,Rab,pineapple,naive,English,long,plant,0
1,Rab,mustard,naive,English,long,plant,0
2,Rab,snake,naive,English,long,animal,1.6094379
4,Rab,stork,naive,English,long,animal,0
1,Rab,beetroot,naive,English,long,plant,0
4,Rab,shark,naive,English,long,animal,0.6931472
2,Rab,magpie,naive,English,long,animal,0
0,Rab,cucumber,naive,English,long,plant,0
2,Rab,owl,naive,English,short,animal,1.3862944
2,Rab,apricot,naive,English,long,plant,0
2,Rab,beaver,naive,English,long,animal,0
2,Rab,lemon,naive,English,long,plant,0.6931472
0,Rab,walnut,naive,English,long,plant,0
4,Rab,goat,naive,English,short,animal,1.9459101
4,Rab,fox,naive,English,short,animal,1.7917595
4,Rab,moose,naive,English,long,animal,0
2,Rab,dolphin,naive,English,long,animal,0
1,Rab,ant,naive,English,short,animal,1.3862944
2,Rab,hedgehog,naive,English,long,animal,0
4,Rab,eagle,naive,English,long,animal,1.0986123
3,Rab,sheep,naive,English,long,animal,2.3025851
0,Rab,frog,naive,English,short,animal,2.0794415
8,Rab,whale,naive,English,long,animal,1.0986123
5,Rab,vulture,naive,English,long,animal,0
2,Rab,avocado,naive,English,long,plant,0
2,Rab,olive,naive,English,long,plant,1.0986123
3,Rab,squid,naive,English,long,animal,0
3,Rab,chicken,naive,English,long,animal,1.0986123
1,Rab,mushroom,naive,English,long,plant,0.6931472
2,Rab,strawberry,naive,English,long,plant,0
1,Rab,lettuce,naive,English,long,plant,0
1,Rab,badger,naive,English,long,animal,0.6931472
0,Rab,pear,naive,English,short,plant,0
0,Rab,paprika,naive,English,long,plant,0
1,Rab,clove,naive,English,long,plant,0
1,Rab,eggplant,naive,English,long,plant,0
1,Rab,apple,naive,English,long,plant,1.0986123
1,Rab,squirrel,naive,English,long,animal,0
2,Rab,spider,naive,English,long,animal,0.6931472
4,Rab,dog,naive,English,short,animal,3.1354942
1,Rab,melon,naive,English,long,plant,1.0986123
0,Rab,almond,naive,English,long,plant,0
2,Rab,asparagus,naive,English,long,plant,0
1,Rab,kiwi,naive,English,short,plant,0
1,Rab,banana,naive,English,long,plant,0
1,Rab,bunny,naive,English,long,animal,0
1,Rab,tortoise,naive,English,long,animal,0
2,Rab,pigeon,naive,English,long,animal,1.0986123
6,H,donkey,naive,English,long,animal,0
3,H,wasp,naive,English,short,animal,1.3862944
2,H,cat,naive,English,short,animal,2.7725887
1,H,peanut,naive,English,long,plant,0.6931472
4,H,bat,naive,English,short,animal,2.1972246
5,H,swan,naive,English,short,animal,1.3862944
8,H,pig,naive,English,short,animal,2.7725887
1,H,blackberry,naive,English,long,plant,0.6931472
8,H,lion,naive,English,short,animal,1.0986123
2,H,tomato,naive,English,long,plant,0
7,H,camel,naive,English,long,animal,0.6931472
6,H,elephant,naive,English,long,animal,0.6931472
4,H,carrot,naive,English,long,plant,0.6931472
5,H,woodpecker,naive,English,long,animal,0
1,H,blueberry,naive,English,long,plant,0
5,H,radish,naive,English,long,plant,0.6931472
4,H,potato,naive,English,long,plant,0
3,H,bee,naive,English,short,animal,1.7917595
7,H,crocodile,naive,English,long,animal,0
5,H,broccoli,naive,English,long,plant,0
3,H,cherry,naive,English,long,plant,0.6931472
2,H,grape,naive,English,long,plant,1.0986123
8,H,horse,naive,English,long,animal,3.3322045
6,H,goose,naive,English,long,animal,1.7917595
4,H,mole,naive,English,short,animal,1.0986123
2,H,leek,naive,English,short,plant,0
6,H,gull,naive,English,short,animal,1.6094379
2,H,gherkin,naive,English,long,plant,0
4,H,orange,naive,English,long,plant,1.3862944
6,H,reindeer,naive,English,long,animal,0
2,H,mouse,naive,English,long,animal,1.9459101
0,H,butterfly,naive,English,long,animal,0
7,H,monkey,naive,English,long,animal,0
4,H,pineapple,naive,English,long,plant,0
4,H,mustard,naive,English,long,plant,0
6,H,snake,naive,English,long,animal,1.6094379
7,H,stork,naive,English,long,animal,0
2,H,beetroot,naive,English,long,plant,0
7,H,shark,naive,English,long,animal,0.6931472
4,H,magpie,naive,English,long,animal,0
3,H,cucumber,naive,English,long,plant,0
3,H,owl,naive,English,short,animal,1.3862944
3,H,apricot,naive,English,long,plant,0
5,H,beaver,naive,English,long,animal,0
2,H,lemon,naive,English,long,plant,0.6931472
0,H,walnut,naive,English,long,plant,0
7,H,goat,naive,English,short,animal,1.9459101
5,H,fox,naive,English,short,animal,1.7917595
7,H,moose,naive,English,long,animal,0
5,H,dolphin,naive,English,long,animal,0
1,H,ant,naive,English,short,animal,1.3862944
2,H,hedgehog,naive,English,long,animal,0
7,H,eagle,naive,English,long,animal,1.0986123
6,H,sheep,naive,English,long,animal,2.3025851
2,H,frog,naive,English,short,animal,2.0794415
6,H,whale,naive,English,long,animal,1.0986123
5,H,vulture,naive,English,long,animal,0
4,H,avocado,naive,English,long,plant,0
0,H,olive,naive,English,long,plant,1.0986123
6,H,squid,naive,English,long,animal,0
3,H,chicken,naive,English,long,animal,1.0986123
3,H,mushroom,naive,English,long,plant,0.6931472
1,H,strawberry,naive,English,long,plant,0
4,H,lettuce,naive,English,long,plant,0
4,H,badger,naive,English,long,animal,0.6931472
1,H,pear,naive,English,short,plant,0
4,H,paprika,naive,English,long,plant,0
2,H,clove,naive,English,long,plant,0
2,H,eggplant,naive,English,long,plant,0
1,H,apple,naive,English,long,plant,1.0986123
4,H,squirrel,naive,English,long,animal,0
0,H,spider,naive,English,long,animal,0.6931472
6,H,dog,naive,English,short,animal,3.1354942
5,H,melon,naive,English,long,plant,1.0986123
1,H,almond,naive,English,long,plant,0
4,H,asparagus,naive,English,long,plant,0
1,H,kiwi,naive,English,short,plant,0
4,H,banana,naive,English,long,plant,0
5,H,bunny,naive,English,long,animal,0
4,H,tortoise,naive,English,long,animal,0
5,H,pigeon,naive,English,long,animal,1.0986123
0,SYK,bee,naive,notEnglish,short,animal,1.7917595
3,SYK,magpie,naive,notEnglish,long,animal,0
1,SYK,radish,naive,notEnglish,long,plant,0.6931472
5,SYK,crocodile,naive,notEnglish,long,animal,0
2,SYK,potato,naive,notEnglish,long,plant,0
4,SYK,wasp,naive,notEnglish,short,animal,1.3862944
5,SYK,swan,naive,notEnglish,short,animal,1.3862944
1,SYK,gherkin,naive,notEnglish,long,plant,0
6,SYK,dolphin,naive,notEnglish,long,animal,0
7,SYK,whale,naive,notEnglish,long,animal,1.0986123
2,SYK,chicken,naive,notEnglish,long,animal,1.0986123
3,SYK,cat,naive,notEnglish,short,animal,2.7725887
4,SYK,mole,naive,notEnglish,short,animal,1.0986123
6,SYK,dog,naive,notEnglish,short,animal,3.1354942
3,SYK,mouse,naive,notEnglish,long,animal,1.9459101
2,SYK,kiwi,naive,notEnglish,short,plant,0
6,SYK,elephant,naive,notEnglish,long,animal,0.6931472
5,SYK,badger,naive,notEnglish,long,animal,0.6931472
3,SYK,woodpecker,naive,notEnglish,long,animal,0
0,SYK,blueberry,naive,notEnglish,long,plant,0
6,SYK,donkey,naive,notEnglish,long,animal,0
5,SYK,reindeer,naive,notEnglish,long,animal,0
2,SYK,pigeon,naive,notEnglish,long,animal,1.0986123
0,SYK,squid,naive,notEnglish,long,animal,0
7,SYK,lion,naive,notEnglish,short,animal,1.0986123
7,SYK,shark,naive,notEnglish,long,animal,0.6931472
6,SYK,camel,naive,notEnglish,long,animal,0.6931472
1,SYK,asparagus,naive,notEnglish,long,plant,0
2,SYK,banana,naive,notEnglish,long,plant,0
